scenario,latency,throughput,mae,cost_per_item,dispute_rate,recovery_min
baseline_a,0.5478853596915767,127.09413642492038,0.001107709418402436,0.0020025010755222667,0.022550058636738236,3.3892842952595292
baseline_a,0.5553398974845822,105.89391658314211,1.4092189765082466,0.0020892179567704844,0.022173877665258832,3.4687687278741084
baseline_a,0.4637275949607207,124.4965331333857,4.7483074347602,0.0020505355288103363,0.022053071939367726,3.379535060274659
baseline_a,0.5289882961206434,105.19496279034183,1.7766019073486328,0.0020220440622040698,0.023178531367751817,3.6237721826711304
baseline_a,0.5811638503665616,133.71639216620343,0.3285871051364475,0.0020698139394988227,0.022680501033035982,3.3621917999247124
baseline_a,0.4873189090225254,123.11178094100673,3.7375752421061197,0.0020092745843380147,0.022193432753666927,3.638997746538984
baseline_a,0.5814256546548761,116.35603131625061,0.12727542800903321,0.002072973178669382,0.0230724561829094,3.689246305591748
baseline_a,0.5304081262546454,122.32056435770286,0.1271754280090332,0.0020829404664252996,0.023237039504728493,3.644682760124311
baseline_a,0.5609143672429847,107.39375930770882,2.1415943155924477,0.002004582438365566,0.022455796551303094,3.415755185440843
baseline_a,0.46655817727220605,115.94496536910253,1.105848277791341,0.0020101001429409728,0.022555947206220183,3.55427377770576
baseline_a,0.49403619342337657,124.4410615573978,0.009529033703274218,0.0020209507030771487,0.022533955644098227,3.6746618350849976
baseline_a,0.5418262011333976,116.38366325272943,0.15961843251122368,0.0020171138648198096,0.0234582535959007,3.365360997504771
baseline_a,0.6179046701273191,130.2855576056943,0.6847571672227647,0.002063999975985409,0.023113899487549293,3.5738457003959496
baseline_a,0.575199982309249,113.03222627927109,0.6844571672227647,0.0020229048071964107,0.022064200487808074,3.4261812192236327
baseline_a,0.46219656871726533,124.66315995884639,2.602970477634006,0.0020942909714335056,0.02375273525294534,3.425871152319391
baseline_a,0.49912638021213285,112.3988252308195,1.9775797743055554,0.0020914547589740546,0.022917703705174798,3.405952066599221
baseline_a,0.5322736268326301,116.98201515421192,1.4098078653971353,0.0020262741608522935,0.02316917198044708,3.6591291534409907
baseline_a,0.4638641518314567,106.41349126274204,1.3725853854709202,0.002099753760649511,0.02301905258735293,3.3363637648695175
baseline_a,0.44192982607013187,106.9058311845587,0.12723098356458876,0.002062744604170309,0.023584158728725928,3.4688639867198736
baseline_a,0.49632385730130735,130.82339106703495,2.391135615370009,0.0020996121380240096,0.023058228690198274,3.6884313510454474
baseline_a,0.42229620438856397,113.00475569857629,4.988965036349827,0.0020720721819360195,0.02336342073805315,3.514788132163518
baseline_a,0.5481923597159617,133.6144778256324,3.1477898695203996,0.0020111552173595875,0.02286953050133821,3.4814894825316824
baseline_a,0.5951705880756388,132.37883518034462,0.1965233243306478,0.002026338905075109,0.023001172226100597,3.3714607522120525
baseline_a,0.5941037139673534,109.58517805648904,0.12724209467569988,0.0020298444791448634,0.02327789898973201,3.5435880845752687
baseline_a,0.5725021600150303,105.01715688383831,0.19648999099731446,0.0020539379030119626,0.023557252957261115,3.512141468878071
baseline_a,0.48483121140093466,129.94996588083538,0.15955176584455702,0.0020019476742385834,0.023858197232529233,3.6514887511292735
baseline_a,0.4815028250805323,107.56960356203636,0.12724209467569988,0.0020057925166494187,0.02375601919840808,3.6787797781191975
baseline_a,0.5171980926633227,108.85174393499288,7.088070910644531,0.0020069212518468386,0.023521204330514463,3.6063337717227952
baseline_a,0.5150564756197463,117.69413820602661,1.9781019965277775,0.0020549803593494943,0.022530113257880117,3.648973216434103
baseline_a,0.46235964108841643,114.35148873902685,4.303217851426867,0.002053929608877946,0.02345986213817995,3.3804604253558783
baseline_a,0.6190298713321789,108.63012587604797,0.3286648829142253,0.0020649878057639455,0.022876200167829007,3.5070303364142363
baseline_a,0.4649394674063115,111.60652153354678,1.575070449150933,0.0020338085562147455,0.023176617436914466,3.392045893038631
baseline_a,0.4341986172018065,130.7890620076124,0.15959621028900148,0.00206311029572701,0.022457883567622308,3.6621680052024512
baseline_a,0.4341714699777307,108.96935546175075,0.15955176584455702,0.0020238004634368996,0.02333795555659256,3.3856947229481755
baseline_a,0.6071028481161342,129.2249099329993,0.00022189547220868237,0.0020571043093325285,0.022945342052623587,3.613847769716301
baseline_a,0.45808198287237556,119.01074004110025,0.12716431689792207,0.0020096930814228822,0.022862102364812755,3.4694314492079683
baseline_a,0.5658151698919701,117.07863846306806,6.602731222195096,0.00206733645472933,0.023968330422731932,3.3393671484607834
baseline_a,0.48786052107899264,118.45840643499396,6.858394441053602,0.0020861672536352793,0.02249731266784057,3.3760835633763246
baseline_a,0.5043763279668808,118.29392235160371,6.224371291097005,0.002027854514466694,0.0224996128957642,3.669306239710405
baseline_a,0.5922698209523661,130.08082755239855,0.15959621028900148,0.0020550325312449847,0.022101176659049763,3.6997129873650905
baseline_a,0.6137992514569502,119.56923376352155,0.8524484543694391,0.0020926366983008127,0.02369739146882861,3.3665244442415654
baseline_a,0.46274945983983634,134.5592653133918,0.15950732140011256,0.0020401040292549453,0.02211727079994436,3.4515892475907664
baseline_a,0.4730406116344304,133.7195292257902,2.390768948703342,0.002078407060194857,0.022910016734678285,3.469202994396065
baseline_a,0.6190845378985428,113.90123476483693,5.314984225124783,0.002055576832340562,0.02343681655059265,3.361918730109626
baseline_a,0.6137418729938318,106.7149581872245,0.15960732140011258,0.0020579180290816257,0.02308439040274855,3.599190224151626
baseline_a,0.5368355188917943,133.82336709823352,9.384889529079862,0.0020502850382919514,0.02370543978409657,3.3629730911757933
baseline_a,0.4360222930481174,112.05611685002793,0.7546050635443794,0.0020185824960980724,0.023190070212900055,3.570085021441636
baseline_a,0.44397732278942487,123.5814453099631,8.73467484266493,0.002089028731412944,0.02249243069557725,3.5378076614133764
baseline_a,0.5038449830671745,111.1277759827061,6.011715421549479,0.0020583672289291224,0.023045565431063918,3.6738825030945708
baseline_a,0.563238360157883,113.99991239396286,7.9473570488823775,0.0020238685952615847,0.022791571693582507,3.5686760891839886
baseline_a,0.48323543925437085,134.95363322563327,4.4265139329698355,0.00207518644924144,0.022145086228986314,3.4833142090474345
baseline_a,0.6192192895710189,132.99778133981127,0.12689765023125543,0.002007326072109963,0.02242630862453408,3.4060801659001605
baseline_a,0.5961728347372879,130.01234863919422,2.959029534573025,0.002087927024248454,0.022739054177477767,3.363098732942893
baseline_a,0.5607079850174742,105.23469321456474,2.8713434780544707,0.002061167776572595,0.02397446612726301,3.561590527084293
baseline_a,0.5834208270230924,109.02873343180103,1.7658607499864365,0.002029937875219998,0.023326777429932156,3.6755720015708415
baseline_a,0.44308573408382046,123.14489481090672,0.0032570475260374427,0.0020107035977709417,0.02310644728176963,3.4089392849259266
baseline_a,0.5635224374277596,119.6559555644813,1.053137803310818,0.002020359731232745,0.02326847591777016,3.405593560652164
baseline_a,0.6010672982158647,113.30040671916755,0.32843154958089193,0.0020846103713294856,0.022184596935425467,3.4694303090254905
baseline_a,0.4207091378175565,127.23692725043793,0.19658999099731445,0.0020771119223019626,0.023274226754602757,3.4047821049737395
baseline_a,0.5303360842252782,131.49319179900428,10.548450113932292,0.002042768691898068,0.02201933939921668,3.3300975440295066
baseline_a,0.6007857143119787,109.44281356702447,2.963249070570204,0.0020545590289205522,0.023669190039772033,3.533003826595918
baseline_a,0.44548910385642776,130.82107746002708,8.165227969021267,0.0020308258349930135,0.02379796297748518,3.6184489219552165
baseline_a,0.599784927305295,128.40348725614328,0.6849127227783203,0.0020210076538339753,0.022499059478445847,3.3411174486687143
baseline_a,0.5968269402902018,132.89643047081023,1.97732421875,0.0020406377389832115,0.023241323020301425,3.361821335332882
baseline_a,0.5929211392439928,105.74359085694566,0.5742723116556803,0.002097620603293096,0.023621543439880793,3.6525664818653296
baseline_a,0.5673128943510164,130.9219208512584,0.8116187398274739,0.002033218546794643,0.02386163177209665,3.6208940555748557
baseline_a,0.5821498633148778,131.1650034871827,0.852248454369439,0.002026680570959447,0.023574749018270943,3.343238250561183
baseline_a,0.5917186502675563,114.15572602015801,2.3911800598144533,0.0020222433717545663,0.023633173211193858,3.484121293871577
baseline_a,0.5790690998305724,114.8478585359312,3.738086353217231,0.002022759548740777,0.022047328869402902,3.3772519153310836
baseline_a,0.5928705884060573,116.99035153080183,0.4833344849480523,0.0020966889104048364,0.022558249985443743,3.556592695443051
baseline_a,0.616229937439652,134.11201833066684,0.12730876134236654,0.002053621573247872,0.02387847428064943,3.346136700740571
baseline_a,0.45571356323449275,118.03691275693933,0.19656776877509224,0.0020962534315761556,0.022530932725045937,3.3433610188858847
baseline_a,0.5657090121305408,116.55586300034182,0.19670110210842556,0.0020313677314194993,0.023212417706612285,3.504569223867791
baseline_a,0.5353176086993199,132.7672549649725,0.12727542800903321,0.002025472250613858,0.02341757056766834,3.3006765112874517
baseline_a,0.5276903994185584,115.92664415343792,0.15959621028900148,0.0020719429999144848,0.02348390015567895,3.5682514017731997
baseline_a,0.43399476222526207,130.44045838519006,0.15954065473344592,0.0020664237684911275,0.022660400072085193,3.425566258023344
baseline_a,0.5639508526027901,117.07201161173174,0.15959621028900148,0.0020300322268211263,0.022618569324417307,3.4633571634476867
baseline_a,0.4791310405051894,125.31953835818199,0.15954065473344592,0.0020127287799059155,0.022840892667545815,3.676145468292073
baseline_a,0.6005611091465166,105.01217819091863,0.19670110210842556,0.0020615514915951383,0.02260189974913113,3.5191748852542792
baseline_a,0.47738274337378545,118.94964570741043,1.5755926713731554,0.0020429888149989836,0.023159969562391365,3.561882249481229
baseline_a,0.5084319598609615,128.8807428038034,3.1332851487901476,0.00202137014009891,0.022946372371818652,3.660472330331302
baseline_a,0.45393827923961094,115.05564766229404,7.720978233506944,0.0020084795536725124,0.023030904019830434,3.553176342306318
baseline_a,0.5836846929073329,110.97389798179731,0.15960732140011258,0.002075113813754073,0.023345591341114334,3.3898562663989154
baseline_a,0.4248850775453653,107.18484687553708,1.9773019965277778,0.002024484254407835,0.02295027268843761,3.639895077849893
baseline_a,0.5028882021995439,119.83131507031311,0.8522262321472168,0.0020629765380737715,0.022388870473479417,3.578541700196202
baseline_a,0.4687968879156878,128.10138565722076,5.66934716796875,0.0020656058011111786,0.022011089636276064,3.600385790647389
baseline_a,0.4413174593127078,120.53873251331223,2.518250169203016,0.0020425146193942733,0.022351773363413062,3.683186416911816
baseline_a,0.4300436770281282,129.04249805166793,0.4257462768130832,0.002024919827965997,0.023696672694703318,3.4825847301880692
baseline_a,0.5535155465172706,131.7427777743131,0.3983683347913954,0.002098789245306645,0.02319090463693884,3.6800158433772623
baseline_a,0.5425304645523525,121.43615851832485,5.730949496120877,0.0020719273961275968,0.023009556329648802,3.632227667888566
baseline_a,0.5994416206466524,112.41719212528979,0.15957398806677925,0.0020743655442159586,0.022949348873646105,3.4036766193860077
baseline_a,0.5475322873552313,113.23792340752615,0.15959621028900148,0.0020765813684297165,0.023042599625655965,3.5506993747927127
baseline_a,0.4354966707729472,121.20456667555369,6.347955284288194,0.0020285728150863155,0.02254343021416437,3.4278838273675047
baseline_a,0.44767481230323114,106.92686552141635,0.8521484543694391,0.0020231261479728186,0.023387899624598103,3.582567656677821
baseline_a,0.5015198739333173,117.60430553320276,0.15955176584455702,0.0020542611140503915,0.02283154846820631,3.382733755805764
baseline_a,0.6009676956680354,127.96783728354208,0.3285982162475586,0.0020584079414204225,0.023391045972995936,3.642692812921574
baseline_a,0.49607620578554235,130.60343851707313,0.0013383290608724883,0.0020005896083583993,0.02270351760534365,3.6013900500237543
baseline_a,0.6106860676940213,123.09757766823724,0.19674554655287002,0.0020419021282629822,0.0234950313379561,3.518452923893536
baseline_a,0.4641077388647638,115.08388631095147,3.0612567267523874,0.0020219421634621437,0.022871671952093272,3.311609927978686
baseline_a,0.55582837700567,108.82883391843482,0.8521040099249946,0.002040431666913764,0.022330089462407016,3.486956059692924
